native_program_id,native_program_name,waus8730_gene_id,preferred_name,source_leiden_clusters,best_marker_rank,max_marker_score,evidence_level,annotation_summary,candidate_rationale,review_status
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr20.g087750,-,9,3,36.451,high,Bifunctional monodehydroascorbate reductase and carbonic anhydrase nectarin-3,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr4.g101260,-,12,3,19.8257,high,Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr15.g053120,-,13,5,20.4737,high,Multidrug resistance protein,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr4.g106130,-,2;3,5,44.2992,high,Late embryogenesis abundant protein,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr15.g050040,-,13,7,20.3604,medium,Chaperone protein dnaJ 8,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr18.g067490,-,7,10,35.1006,medium,Universal stress protein,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr5.g114520,-,10,20,26.9816,candidate,Universal stress protein A-like protein,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
unknown_high_marker,Unknown high-ranking marker,Waus8730.v1.chr5.g116730,-,2,1,49.9679,high,"Protein of unknown function, DUF538",Marker is high-ranking but incompletely annotated; keep as a Wolffia-native candidate for manual review.,candidate_for_manual_review
unknown_high_marker,Unknown high-ranking marker,Waus8730.v1.chr4.g105210,-,13,3,21.6994,high,Protein of unknown function (DUF1645),Marker is high-ranking but incompletely annotated; keep as a Wolffia-native candidate for manual review.,candidate_for_manual_review
unknown_high_marker,Unknown high-ranking marker,Waus8730.v1.chr2.g075880,-,7,4,40.0821,high,"Protein of unknown function, DUF538",Marker is high-ranking but incompletely annotated; keep as a Wolffia-native candidate for manual review.,candidate_for_manual_review
unknown_high_marker,Unknown high-ranking marker,Waus8730.v1.chr9.g142880,-,2;3,7,42.2644,medium,"Protein of unknown function, DUF538",Marker is high-ranking but incompletely annotated; keep as a Wolffia-native candidate for manual review.,candidate_for_manual_review
unknown_high_marker,Unknown high-ranking marker,Waus8730.v1.chr19.g070270,-,14,8,8.8351,medium,"Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical",Marker is high-ranking but incompletely annotated; keep as a Wolffia-native candidate for manual review.,candidate_for_manual_review
